NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,viability_class
CdTe,None,2.7,,,70.0,19.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,8.9,,,30.0,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,FuGENE-HD,7.0,,,2.0,24.0,Hep3B,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
QDs,SGF,1.4,,,50.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.5,,,3.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.1,,,2.34,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,65.0,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.02,48.0,primary,Cow,Eye,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdS,None,4.4,,,0.04,72.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,11.2,,,0.02,48.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdSe,GSH,3.36,,,0.4,24.0,HFB-4,Human,Foreskin,Epithelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.9,,,1.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,1
CdTe,None,5.0,,,0.05,2.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.3,,,0.3,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,GSH,4.0,,,0.9,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Arginine_based,4.0,,,0.45,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,8.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,1.09,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.7,,,0.1,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.4,,,3.0,24.0,Zebrafish,Fish,Liver,Epithelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Tetrazolomide,3.2,,,1.88,2.0,B16,Mouse,Skin,Epithelial,,cancer,,FACS,fluorescent,quantum_dots,1
CdSe,CPP,2.8,,,0.25,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdS,None,4.0,,,0.03,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
QDs,TGA,11.7,-30.0,,0.0,17.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,1
CdSeS,None,6.0,,,0.37,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Live/Dead,,quantum_dots,0
CdSe,None,9.0,,,0.3,48.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,1
CdTeS,MMP,6.5,,,1000.0,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.7,,,0.1,0.0,primary,Human,Skin,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,2.4,,,0.15,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdS,Antibody_based,2.5,,,0.04,72.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,9.0,,,0.21,480.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.6,,,3.0,24.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Guanidine-Polymer,7.15,,,0.0,1.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,1
CdTe,None,5.0,,,4.13,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.5,,,3.0,4.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,0.54,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdTe,None,2.8,,,0.49,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdS,None,4.7,,,0.02,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.4,,,0.4,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.1,,,28.0,8.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTeS,MMP,6.5,,,1000.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.6,,,1.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,0
CdTe,None,5.0,,,0.05,2.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.2,,,24.0,4.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Methallothionein,1.2,,,21.81,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.7,,,0.5,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,CPP,4.0,,,0.1,2.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Heparin,2.8,,,39.44,5.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.02,240.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Trp_based,4.5,,,1.28,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.7,,,0.1,2.0,primary,Human,Skin,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.7,,,0.02,72.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,2.87,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,9.48,,,0.1,22.0,NHBE,Human,Lung,Epithelial,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,T-Antigen-NLS,4.3,,,0.01,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.21,,,0.13,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdS,None,4.0,,,0.03,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.6,,,0.4,4.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,DMSA,3.4,,,0.55,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.7,,,0.1,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,quantum_dots,0
CdSe,None,6.0,,,0.4,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,3.0,,,8.28,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,0.22,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,LDH,LDHrelease,quantum_dots,0
CdSe,None,9.0,,,0.04,48.0,mMSCs,Mouse,BoneMarrow,Fibroblast,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,5.5,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,FuGENE-HD,7.0,,,2.0,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.5,,,378.62,24.0,SPCA1,Human,Lung,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Lipofectamine,2.5,,,3.46,24.0,MKN45,Human,Stomach,Epithelial,Adult,cancer,female,FACS,fluorescent,quantum_dots,0
CdSe,SA_based,7.15,,,0.04,1.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,0.12,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,4.8,,,0.87,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,XTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.0,,,0.8,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,7.15,,,0.1,3.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Transferrin_based,5.4,,,3.2,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,2.2,,,1.31,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Serum_based,5.5,,,0.02,24.0,U251,Human,Lung,Monocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Cystein_based,46.7,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.5,,,0.3,168.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,GSH,3.2,,,0.5,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdS,None,4.5,,,1.45,72.0,Hepatocyte,Rat,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdS,None,4.5,,,1.45,120.0,Hepatocyte,Rat,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,0.02,24.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Others,,quantum_dots,0
CdSe,Lipofectamine,7.2,,,0.01,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.01,,,0.09,24.0,KLN205,Mouse,Lung,Epithelial,,cancer,,Others,,quantum_dots,1
CdTe,Cystein_based,3.3,,,0.23,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,GSH,2.5,,,3.46,24.0,MKN45,Human,Stomach,Epithelial,Adult,cancer,female,FACS,fluorescent,quantum_dots,0
CdTe,D-GSH,4.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,0
CdTe,None,3.0,,,24.11,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSeTe,HSV_TK_based,12.0,,,0.03,96.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.5,,,0.1,12.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.4,,,1.38,24.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,1
CdSe,PULsin,4.0,,,0.2,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,0.02,48.0,primary,Cow,Eye,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.0,,,0.4,48.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,7.0,,,0.45,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,6.0,,,0.03,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,5.0,,,0.05,4.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.21,,,0.13,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,None,4.0,,,148.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,24.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,0.2,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,FACS,fluorescent,quantum_dots,0
CdTe,Cystein_based,,,,0.1,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,5.3,,,0.02,96.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,FuGENE-HD,7.0,,,2.0,6.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,0.1,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeS,None,10.0,,,0.01,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,PULsin,3.01,,,0.1,3.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,3.01,,,0.5,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,5.5,,,0.1,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.01,24.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,9.0,,,0.02,24.0,HS27,Human,Foreskin,Fibroblast,neonate,Normal,male,WST-1,TetrazoliumSalt,quantum_dots,0
QD,CyA,5.4,,Sphere,,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,1
CdSe,Silibinin,5.5,,,0.18,24.0,A375,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,RGD_based,5.1,,,0.82,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,6.2,,,0.0,20.0,B-LCL,Human,Blood,Monocyte,neonate,cancer,,Colonigenic-assay,CrystalViolet,quantum_dots,1
CdSe,None,5.5,,,0.08,4.0,EJ28,Human,Bladder,Epithelial,Adult,cancer,female,FACS,fluorescent,quantum_dots,0
CdTe,Verbascoside,3.12,,,0.02,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdS,None,4.0,,,0.1,24.0,RTG-2,Fish,Gonad,Fibroblast,,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,7.15,,,0.02,168.0,Stem,Rat,Pancreas,Stem-cell,Stem,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,BEL,Human,Liver,Hepatocyte,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,0
CdS,Antibody_based,4.5,,,5.8,24.0,Glia,Human,Brain,Neural,,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,None,6.0,,,480.0,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,0.01,24.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdTe,L_GSH_based,4.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,1
CdSe,Cystein_based,,,,0.2,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdTe,None,4.0,,,100.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.8,,,0.1,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,Antibiotics,5.06,,,0.21,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,6.0,,,0.08,24.0,IGROV-1,Human,Ovary,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.15,,,0.02,240.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.04,,,0.19,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Transferrin_based,3.0,,,0.2,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Folic_acid_based,6.0,,,0.0,2.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Doxorubicin,3.0,,,0.2,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,L_GSH_based,4.2,,,0.04,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,0
CdTe,None,3.36,,,0.14,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,0
CdS,None,3.1,,,0.1,72.0,Toledo,Human,Blood,Lymphocyte,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.0,,,0.16,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Polylysine,6.2,,,0.01,20.0,B-LCL,Human,Blood,Monocyte,neonate,cancer,,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSe,None,8.3,,,0.02,5.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,1
CdSe,GSH,3.02,,,0.4,72.0,HFB-4,Human,Foreskin,Epithelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.4,,,0.1,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,0
CdSe,None,3.8,,,0.05,5.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.6,,,0.1,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.7,,,0.1,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,quantum_dots,0
CdSe,None,4.0,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,4.6,,,0.01,48.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,GlycyrrhizicAcid,3.5,,,1.78,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,BSA,3.6,,,0.09,6.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.0,48.0,Lymphocyte,Mouse,Spleen,Lymphocyte,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,0.02,336.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.2,1.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,nucleic_acids,5.0,,,0.01,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,Lipofectamine,7.2,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,nucleic_acids,6.0,,,0.1,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,3.0,,,0.5,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdSe,None,6.5,,,32.0,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Luciferase,9.0,,,0.01,3.0,A549,Human,Lung,Epithelial,Adult,cancer,male,FACS,fluorescent,quantum_dots,0
CdSe,None,9.0,,,0.02,48.0,primary,Cow,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,GlycyrrhizicAcid,3.5,,,1.88,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.4,,,0.1,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,0
CdSe,GSH,5.7,,,0.5,48.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,2.4,,,0.15,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdS,None,7.3,,,0.0,72.0,R-Subcapitata,Microalgae,Somatic Cell-hybrid,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdTe,None,4.5,,,0.3,24.0,Cal27,Human,Tongue,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Autophagy-Inhibitor,4.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,0
CdSe,None,4.0,,,0.01,96.0,CB-CD133,Human,Umbilical,Hemocyte,Stem,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,0
CdSe,None,5.7,,,0.1,24.0,primary,Human,Skin,Fibroblast,,Normal,,NR,toluylene red,quantum_dots,0
CdTe,None,3.5,,,1.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.2,,,0.01,2.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,LDH,LDHrelease,quantum_dots,0
CdSe,None,4.0,,,0.2,1.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.0,,,2.07,48.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdSe,None,5.4,,,0.5,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,1
CdTe,None,4.7,,,0.31,24.0,FEMX-1,Human,Lymph,Endothelial,Stem,cancer,,Others,,quantum_dots,1
CdSe,His_based,4.9,,,1.02,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,6.7,,,0.04,24.0,BT-20,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,His_based,4.3,,,0.02,24.0,OUS-11,Human,Lung,Fibroblast,Adult,Normal,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,Hypotonic,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,0
CdTe,Resveratrol,3.5,,,1.01,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,0
CdSe,None,4.0,,,1.0,72.0,A431,Human,Skin,Epithelial,Adult,cancer,female,LDH,LDHrelease,quantum_dots,0
CdSe,None,9.2,,,0.01,6.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,LDH,LDHrelease,quantum_dots,0
CdTe,None,5.3,,,0.02,12.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.8,,,2.66,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,1
